summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
Just a fun reflection between Britain and Prussia on America's 250th brithday on who he really takes after and who made him awseome.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"An international conference—and too much pride and alcohol—results in a party of couples and non-couples playing The Newlywed Game. Some are hoping to win, and some didn't even want to play in the first place. But no one is all that surprised in the end. ;) FrUK. Spamano. GerIta. PruCan. DenNor. SuFin. NedPort.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"On May 10, 1940, Iceland is occupied by England; per tradition, the personification of Iceland is brought to London to live in England's household. An Asian colony greets him at the door. (A story of coming of age in quarantine.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"America spent a lot of time crafting a city out of popsicle sticks and paper. When someone finally saw it, it still looked pretty bad. Discusses homophobia; no ships.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"England is very drunk and the bad touch trio is trying to make him speak French, and they are determined to do it, but why is France so into it? (Oneshot) (FrUk)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Includes some football playing, shirt-exchanging and nations bonding. One-shot",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"[One-Shot / Historical / Not necessarily Pairings] To the United States, Vietnam was just a confused young lady. A naive 'Damsel in Distress' caught in the clutches of Soviet communism. As a good hero, he cannot afford to stand idly by. He will do the unthinkable to save her, even start a war. What he doesn't know is that Vietnam does not want to be rescued ... TRANSLATION!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Written for DenNor Week. Living together comes with its trials and tribulations, but Eirik and Mikkel are determined to make it work.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Arthur was shocked when he heard terrible news on the phone. He wasn't ready to say goodbye to his childhood friend.,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Canada gets America to open up to him about why he's so averse to magic. TW: PTSD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Playing with toys by himself soon gets boring for little Alaska, so he wanders off. While his fathers are at a meeting in another room, he gives them a surprise visit. (Parental RusAme - Oneshot) [Requested by Reading Pixie]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"What happens when an immortal being thinks about humankind? AKA, Sealand writes to Sweden. Oneshot.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
France noticed that America seemed quite taken with his drill instructor. One-sided PruAme.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sometimes Lithuania wasn't okay. TW: Past abuse, PTSD. AmeLiet.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"The Woods was a dangerous place, no one knew that like Mathew, but he will break all the rules for a chance at saving his brother. Technically a song fic to Faerie Queen by Heather Alexander.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"The oldest cultural festival in the US is Lithuanian Days in Pennsylvania. One year, America decides to invite his boyfriend. AmeLiet.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred experiences the Salem Witch Trials as a young child and bares witness to the evil side of humanity. Will Arthur make it in time before the damage is done?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"In the wake of the collapse of the Soviet Union, the Russia-Vietnam relationship became distant. Or, Russia and Vietnam in the 1990s. RusViet, historically based.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"After an agurment, Norway gets lost. This is a angst party. Deathfic",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"…and what happens when the morning light hits. In which unrequited feelings fuel bad decisions and Lukas has to stop running from the truth. (dennor, themes of alcohol and questionable consent)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"When Arthur's classmate disappears mysterious circumstances, it falls to him to use his knowledge of the unknown to get him back. But faerie tales and spell books bought at secondhand bookstores can't prepare him for meeting with This.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Gilbert wants Alfred to meet his family which is fine, right? Well when you don't speak the language your boyfriend's family speaks, it gets a little more complicated. This is why Gilbert is trying his hardest to teach Alfred German, but it's easier said than done.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Arthur and his brothers have a competition, one that he plans on winning, and the key to his victory is his boyfriend. Fortunately, things don't go to as planned forcing him to come to an unexpected realization and possibly life long happiness.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A western fantasy. There's been a murder in a small town of the old west, and all evidence points to a vampire. Sheriff Alfred Jones, a centaur, must find the perpetrator before they kill again, with help from Deputy Matthew Williams, Ivan the undertaker, and Francis the innkeeper.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"A quick little Germany/Canada thing a wrote when i was bored. Can be read as Platonic or Romantic, though I may add more if this is well recieved. Has very Brief Angst, but other then that is Pretty Fluffy. Nothing Tooth-rooting, but still nice I think.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"From his periphery, he saw the girl approach and wondered what kind of luck he must have that she was heading straight toward the seat next to his. She was cute. Really cute. (Pru/Fem!Can)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
America loves all the little things others miss about England .,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"America hadn't seen Canada for weeks. By the time he noticed, he couldn't remember when the last time he had seen him was. It doesn't help that everyone else seems to think ""Canada"" is one of America's states...",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
You fell in love at first sight of her,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
It takes two weeks for them to forget. Cross posted from ao3. WARNING MAJOR SUICIDE THEMES,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Four days will quickly steep themselves in night; / Four nights will quickly dream away the time; / And then the moon—like to a silver bow / Now bent in heaven—shall behold the night / Of our solemnities.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"He knew this feeling, knew what it meant. (warnings for what can be construed as an anxiety attack and general pain)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
He moved closer so he could keep his voice low. No use getting caught if this idiot insisted on talking in the library. And that was it. It's not like he moved closer to be closer to Antonio.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Misunderstanding because England just wanted to prank America a bit .,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The rain was supposed to cool things down. Instead, Lovino felt like dying from the humidity.",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Why Turkey is terrified of turkeys (and of Norway). Contains Turkey being the good dad friend he is, and a yandere-ish Norway that might not quite understand the concept of letting his little brother breathe. This idea fell on me from the sky and I had to write it down. No turkeys were harmed in the writing.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
In which Arthur had woken up from his ominous nightmare and Antonio was there to soothe.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"On a warm meeting day, Sweden makes a new friend. But neither of their family is very much in agreement with their blossoming relationship. This is crack, written just for fun when trying to figure out the weirdest possible ship. Contains lowkey Swegypt and TurkDen, and two nearly naked hot dads.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"It's the 60s, and America thinks it's about time he and Japan became friends! After all, they've been- ah, ailles for a while now, right?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Life was filled with choices. Erzsébet had a knack for picking the wrong ones. They were not.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Soon, Daina will walk down the aisle and marry Alfred; today as anticipation feels her heart up with excitement, it's wonderful to think through their future plans. *Nyo!Lithuania.* *Written for Day Seven of AmeLiet Week 2020, inspired off of one of the prompts of the day.*",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Australia has a emu problem, their hurting he's deer farmers! Well he and he's buddy New Zealand have to put a stop to this!",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Twenty years into their life behind the Iron Curtain, Hungary and Prussia try to keep their hopes for a better life and the memories of their loved ones alive.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""So you can bring my father back?"" Gilbert asked the spirit. The spirit smiled. ""Of course,"" he said. ""But you have to do some things for me first."" ""Yes! Yes, of course. I'd do anything,"" Gilbert said. The spirit smiled mischievously. ""Let's get started then.""",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"The radio rattled off the news, ending, as usual, with the list of traffic jams. Gilbert sighed. ""Ah, shit. I mean, shoot.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"With their divorce finalized, Hungary comes over to pack up the last of her belongings. Emotions run hot between Austria and her, resulting in an explosion of resentment and upset.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Alfred is a mischievous changeling boy living in the frigid winter world of the northland. When warmer weather finally arrives, his giddiness for spring turns into the plan for a magical woodland potluck, just for weird creatures like him! But can he actually pull it off? A Hetafata story!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"In a distant future where androids have taken over the arts, literature and music, it is illegal for humans to play instruments and, while human singers are still present in the circuit, they are slowly being pushed out of their jobs as well. (Full summary inside)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Belarus has always been expendable for its neighboring countries and to ease its pain, it decides to rip out its own heart.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada and America like to go to university every once in a while. America to catch up on new science. Canada to pick up chicks. Their different intentions don't always line up harmoniously.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Arthur bets his friend Michelle that she can't get the number of the cute American that just walked into the bar. Oneshot. Rated T for slight language and mild drunkenness.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Italy notices Canada for the first time and starts to take a shine to him. Canada starts to feel the same about Italy. The two start to learn more about themselves as well as each other. Italy/Canada. Rated mainly for language,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"France is stressed, tired, and lonely, and the unwanted visitor that arrives at his hotel room in the middle of the night is not particularly helpful. Meant to be FrUK but could be read as platonic. (T for language - might change if people think it should be M)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Summer, against all odds, sucked. / It gets a little better once Gilbert's neighbour pays him a visit though.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"A Hetalia School AU Alfred tells a ghost story, and his friends eager to investigate, but there may be more than just a sad story to this ghostly tale... *Mentions of suicide",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Am I dead?"" Gilbert asks, turning back to the man. / ""Funny you should say that,"" he says.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Consulting Detective Arthur Kirkland faces his most difficult case yet: unravelling Alfred F Jone’s love interest.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Sometimes, Ingrid really rambles too much, to the point where she might misinterpret silence for the inability to understand.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Antonio and Arthur have a really weird relationship that no one really understands, but they make it work. Drabble.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Every year America sends all the nations invitations to his New Year's Eve party and every year Germany, Hungary, and Austria decline. Until 2019, when America finally invites Prussia, and they're all dragged along. It's Roderich's worst nightmare, but Gilbert and Erzsébet have plans to cheer him up.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Kept under the control of his oppressive monarch, a wild young England is visited by his dear friend, a young France, who tries to teach him the value of order and control. The only positive relationship he knows, Arthur is unsure whether it is only friendship he feels. First kiss. Young nations. Young FrUK. Fluff. Hurt/Comfort. Romance. Friendship.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Love Words: Lars finds an interesting article that makes him think about his relationship with Mei. (Drabble #1) / By Your Side: Thoughts about a special day (Drabble #2) / The advantages and disadvantages of a couple with a huge height gap. (Drabble #3),0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"FrUK. A week from the end of the world, and France heads out to see England for the last time. On the way there, he reflects on what their relationship is and how it came to be. Written for Hetabang. #bringbackhetalia2020.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"The year is 1834. After 227 years of life, there are still some rhythms of history that Alfred thinks he will never grow accustomed to. Francis is there to encourage him and remind him of what's important. Rated for discussion of death.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Arthur Kirkland, a very famous pirate found himself in a difficult situation and the person he least expects comes to the rescue. His sworn enemy and ex lover, the charming French pirate offers him to go on an expedition to El Dorado. Where they will go through all sorts of adventures and encounters with other pirates on the high seas",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Iceland can hide his magic only until he gets sick, and he's never felt this sick before",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Most people were born with a distinct birthmark: the first words their soulmate would say to them..."" AmeIce/CanIce/AmeCanIce? Soulmate AU",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"America, England, and different interactions during/after the Revolutionary War. T for swearing.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"The things that came out of America's mouth never failed to raise England's blood pressure, not when he was a world power and certainly not when he was a young colony. -Stories from New England",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Two parents trying to hold on to hope while their son is in a state of emergency.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"France is hosting a ball on Friday - and Prussia doesn't remember how to dance. Guess Canada needs to remind him... Established PruCan. Inaccurate portrayals of international relations. But who cares, I just wanna see these two dance.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Spain attempts to punish Romano. It doesn't go as planned. (Gen, platonic Spain and chibi!Romano).",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"It's France's birthday, so naturally he invites a few friends over for a raunchy game of Spin the Bottle. Unfortunately for Germany, all kisses must be French kisses, and unfortunately for Romano, there are no cop outs once the bottle has selected its intended victim. (Germano and Itacest)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"To bring some joy back to Vienna after the Second Silesian War and win more allies, Austria and Maria Theresa decide to throw a ball. They also convince themselves that inviting Prussia will lead to only his humiliation, but he has a plan of his own.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Lovino has always been clumsy with his wings, so when his brother Feliciano comes home for the week begging to spend some time with him, the two decide to practice their fun (and safe!) flying techniques together. A Hetafata story!",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Different stories about Netherlands and Taiwan as a couple.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"There where my fortune lives, there my life dies. -King John, Shakespeare The Crown Jewels of England have been lost to human hands, the King lies ill in Newark Castle, and England mourns for all he has lost and for all he has done.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Katyushka never goes on walks; she firmly believes that they are a waste of time. However, today was different.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"The Nordic five all go hiking one day, when they find a supposedly bottomless pit. Like the idiots they are, they fell into it and are now stuck. Great. What do we do now? Tell each other fairy tales, I guess.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Norway is always there to comfort Iceland during storms, always, even if Iceland can't remember a single time when he asked. And Sweden and Denmark can need a little bonding time sometimes",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Ivan and Alfred get into another fight at school - this time, a lovers' squabble. The principal suggests they try peer counseling. At first, it doesn't sound like a bad idea to Alfred and Ivan - until they actually learn who their peer counselor will be. (RusAme HighSchoolAU - Sequel to ""Table for Two"")",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Alfred had thought this would be like any other movie night. Arthur thought so too, until he found Alfred's secret, that is. How could he not test it out? (UKUS fluff, tickling.)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Alfred, now in college, deals with the aftermath of an abusive childhood and the mental illnesses that came with it. According to one of his fellow classmates, his life is still somehow of worth. Arthur doesn't seem willing to believe anything less. (UKUS. Not FACE family.)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Canada goes on a 'quest' of sorts for friends. It's harder than he thinks, and he always ends up going to a park and feeding birds, aware of the fact that he's friendless. FACE at the beginning.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Lars and Mei in France, the perfect place to start a romance. What could go wrong?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"""Only a couple of moments went by before he saw him. Arthur would've said he respected a man like that before… Before their eyes locked."" or England and France, both of which don't know they're countries, see each other and are overcome with an all-consuming urge to fight. Inspired by Kyratalia's post on Tumblr - a Hetalia au where none of them know they're countries",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"""Ok, Boomer,"" Prussia said in a voice that was casual but still somehow managed to carry over the chaos of the meeting room.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Lovino Vargas is a successful hitman for the gang, Purple-Wing. He always followed their every command, including not falling in love, in order to stay in the mafia's good books. But that all changes when he meets Gilbert Beilschmidt,a mysterious man with a troubled past and starts falling for him. But he'll wish he hadn't, because he knows why you shouldn't disobey the mafia.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"In post-WWI Paris, pianist Roderich Edelstein needs a job, and ballet instructor Natalya Arlovskaya needs an accompanist. (Human AU. Austria/Belarus, AusBela.)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"""Growing up near the ocean, I've always been warned about the dangers of riptides."" Human!Denmark/Merman!Iceland",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"It's Antonio's birthday and Romano wants to do something special to make up with him. Something happened between them and Antonio has gone into a depressive rut because of it. Things turn around, though, and Antonio receives a few special surprises. What a birthday.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Kiku is tired of his panic attacks. So, he gets a therapist. Little does he know, he knew him before. As Heracles helps calm an attack from Kiku's anxiety from getting the help he needs, the two bond, and share memories, good and bad, from a long time ago, that's yet somehow still assuring.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hungary does not intend to fall in love. Warnings: criminally anachronistic piano. I have no idea when any of this happens on a timeline. What even is history? I certainly don't know.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"America and Russia met each other on their way to an Allied Meeting. Unfortunately, they witnessed England and France using the meeting hall for an ""intimate"" summit of their own. Much drinking was had as a result. (k for indirect reference to sex, drinkning, and cursing)",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Hearing Austria hasn't been doing well post World War I, Prussia travels to Vienna to see for himself. He works to handle the mess he discovers.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Berlin Airlift. At the center of it all, America's the hero. Warning for UsUk and light handling of subject matters.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Roderich is arrogant, desperately, damningly so, and that's why he doesn't realise he's fallen in love with her until it's too late. In which fairytale metaphors and character flaws lead Roderich to a surprising discovery. Canonverse.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Old, short drabbles written for rarepair week, more friendshippy than romantic in any way. [PolHun, LadMugel]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"1867: The formal marriage between Austria and Hungary, creating the Austro-Hungarian Empire and ammunition for Roderich to use in his personal war against Gilbert.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"After their marriage in 1867, Austria begins treating Hungary with more kindness and respect, realizing how close he came to losing her. Against all odds and expectations, feelings begin developing and he finds it near impossible to contain them any longer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
America doesn't understand why England signs off with X when texting France and not when texting him. FrUk.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Little Russia, at first, is excited about having a new younger sister. But when she begins to live at the house with him, he learns what it really means to be a big brother, and he becomes not-so-keen on having a little sister as his childish feelings of jealousy grow. (Oneshot)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"It surprises her, how comfortable it is to be a girl, a woman now.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"1861, Feliciano Vargas is a noble viscount who just wants a taste of freedom before being wed. When he meets his doppelganger, a poor worker by the name of Lovino, Feliciano decides to break the status quo and live the life of a commoner for a week. Little did they both know, one week could change their lives forever.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Germany was in America's house when he felt his brother die. Part of the Immortal Prussia au.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"How do you tell your brother that you are dying? Part of my Immortal Prussia series, but you can read it as a stand alone if you want to be sad.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"During a boring G8 meeting, America and Canada attempt a rendition of ""Gay or European"" with Russia and Japan joining in. The target: one grumpy, tomato loving Italian. (K for cursing and insinuation of sexual activities)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"""You're allowed to want things,"" she'll say, and Prussia will roll his eyes. A routine arguement takes a new turn, and Erzebet discovers and confronts a longheld fear of Gilbert's. Canon verse.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Emil hasn't looked forward to the tourist season since he was a kid. Who wants an island full of loud, annoying strangers? At least they never stay long. But there is one visitor, Leon, who may just be worth getting to know in the short time they have together. HongIce. Human AU.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"For centuries, China has been hiding his deepest secret. Japan invites all the Countries over for a group bath, however, and this makes China nervous. He does his best to hide from the others, but it backfires.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Russia had orgainzed a big dinner for all of his friends for his birthday. It is 2 hours after the set time and no one shows up, but the happy nation America who claims that no one should spend their birthday alone. Secret santa for Cunfuzzled on tumblr!",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Do America and Iran start a third world war? What's going on with Australia? What about this new virus? Look at that, it's all about that virus now. Updates monthly (probably)!",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ludwig knows he can be a harsh person.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Gilbert is smitten and Mathew is cautious. Love is something that everyone wants but secrets can feel so much safer. Sequel to Duplicate,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"""Nowadays it's (unfortunately) illegal to attack your brother with an axe when he annoys you past your limit. Good thing Sweden is creative with his revenge."" / Or: Denmark pesters an exhausted Sweden into going to the cinema and watch a film. Sweden eventually relents, with a plan of revenge on his mind. x)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Canada addresses prussia after world war II,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"One snowy day while Mathew's family is playing at the park, his Papa Francis gets in a fight with Daddy Arthur, and Arthur ends up storming away with Alfred, while Francis chases after him. It isn't until later that they realize that they've forgotten someone... Meanwhile Mathew waits at the cold park for his fathers to come pick him up.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"He is dreams born of idealism, and dreams born of greed. Eyes bright as the stars he reaches for, ambition burning with the power of suns, and dreams failing to dust.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Just Prussia and Germany hanging out,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Feliciano makes a mess cooking at Germany's house. A mess that subsequently must be cleaned up.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
America has picked up a few quirks that remind Germany of someone else.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Prussia is to be dissolved, and America and Prussia have a conversation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The story of the death of the HRE and the birth of Germany in an age of enlightenment. Or, in which Prussia is good at Science, bad at Feelings, and sort of kind of maybe commits a crime against God and Nature. At least he makes better life choices than Viktor Frankenstein, I guess?",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"You know you're in Hetalia deep when your thought when you hear about Russia strapping explosives to a bunch of dogs to blow up German tanks is ""aph Germany and Prussia would hate that so much.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A story I wrote for school about my trip to Czech Republic in Hetalia Style. I do not own Hetalia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"His brother's love, or more precisely, the Conquistador's love, is not always a beautiful thing. It can be an ugly thing, absolute in its iron will and desire to warp everything that was unfortunate enough to be touched by it. To the point where Portugal thinks he couldn't even recognize it anymore. But all he could do was to try, try again and try harder, to appeal to his reason.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Luxury was something that when Francis had gotten married, he did not have. After nearly two years as a married man slowly luxury trickles back in. *Cardverse AU.*",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Alfred's sick and Matthew really just wants his brother to take his cold and flu medicine so he can begin the process of recovering. Simple and straightforward. But of course, nothing is really straightforward with Alfred. Human AU and fluff inside. *One-shot*",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A fruk fanfiction ( the art is mine ),0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"""The Nordics gather for a relaxing weekend at Norway's house, but between Sweden's and Finland's disagreement, Norway's indifference and Denmark's laughing the weekend is anything but relaxing. Meanwhile Iceland just wishes his family could be normal, for once."" / Or: ""Did you know all Nordic countries are on the top 10 lists of being the wold's biggest coffee drinkers?"" x)",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"It was no secrecy that out of all the nations and ex-colonies that were ever parts or allies of the Spanish Empire, South Italy was Spain's favorite. The red tomato of his eyes, if you will. Favoritism wasn't a new concept that bore any new mystery or unknown, one can easily find the evidence of such phenomenon in any household and institution if one cares to look closely enough.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A quick America/Belarus one-shot as they are my favorite ship. Happy New-Years everyone:),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"One night during winter war Finland shows how far he is ready to go in order to gain his freedom and protect his friends. (Summary sounds much more dramatic than the actual fic is) One-shot, Sniper!Finland, (mildly) hinted SuFin. Rated T for swearing in Finnish, blood and one death",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Three couples ring in the new year. (DenNor, SuFin, HongIce)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Silly America, that's not a meal!"" The years only get worse, until present day— America doesn't have anyone that really cares, but he doesn't let anything drag him down. Except he does. T for depressing themes and substance abuse.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Have you ever heard the tale of the marionette, the doll, and the vampire? (Magic Trio oneshot).",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"America somehow manages to spend so many Christmases alone that when England asks him to come over, he doesn't hesitate. Other nations show up, too, but one of them keeps getting left out.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[Short one-shot.] There's a reason why the nations' had to stop meeting up with each other in the north during the winters. x),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A mafia boss schemes to tear his boyfriend away from work long enough to have him back in his arms for Christmas.,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
America runs away from his house. England just waits. And waits. Colonial America.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hungary and Prussia have a fierce snowball fight. Who will win?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Two past allies and friends. They became enemies, and bitter regrets was all they could remember. Until they saw the painting.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Louis is dead. An admittedly conflicted Frenchman trades away his valor at home for a different sort of audacity in the enemy's land. (Written for a FrUK Secret Santa.),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"It's that time of year again! Everybody is getting presents and stuffing their faces with holiday food, but Tino wants one thing for Christmas; a Santa! Unfortunately, Santas are very protective of their secrets and society. It won't be easy getting his hands on one...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Dr. Arthur Kirkland obeyed the law, even if he thought that the law might be missing something. But he didn't let things like morality stop him from doing what he wanted. -Companion to Duplicate but can be read alone.-",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
