,Summary,Adventure,Angst,Crime,Drama,Family,Fantasy,Friendship,General,Horror,Humor,Hurt_Comfort,Mystery,Parody,Poetry,Romance,Sci_Fi,Spiritual,Supernatural,Suspense,Tragedy,Western
83,"PG13 for safety's sake! SessKag. Sesshoumaru, lonely and tired of living, runs into one of the few humans he ever respected, but never thought he'd see again. The miko who impressed him 500 years ago, Kagome!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,"Complete Part Two of the 'UA' series. Kagome and Rin fall into Naraku's evil cluches and Sesshoumaru is forcued to travel with the Inu-tachi. As they struggle to find the missing girls, some of Kagome's heritage is revealed and Naraku's true intent",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Continuation of That's My Boy! for those who asked. Little Sesshoumaru and Little Kagome have a tiny adventure on the playground... now a collection of chibi one-shots. 2nd Best Humor Fiction Dokuga 4th Quarter 2011 for Little Sesshoumaru's First Kiss. On temp hiatus.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,"When Kagome is entrusted to care for a new born inu pup, just how much of her life will change?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,"In the aftermath of the Final Battle, the victors lick their wounds and look ahead. However, a misspent wish on the Shikon-no-Tama changes minds, hearts, fates... and colors. SK. Canon Divergence. [COMPLETE]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,"AU Kagome could not believe the man in front of her. He was the most arrogant and pig headed man she'd ever met. What was he, dropped on his head as a child? And of course she had the pleasure of being stuck in the middle of no where with him. Why her?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,"Kagome meets her boyfriend's rival, Inuyasha, while on his screen name. Then she meets Sesshoumaru when he's pirating music on Yasha's computer. What happens when they meet at the Judo tournament? And how much drama results when they all end up attending the same school and bets are made by their friends that interfere with their relationships? SessKagome, SanMir, IYKik, KougaKagu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"COMPLETE To be accepted by demons Inuyasha has to kill Kagome-the prodigy girl who will one day kill all demons. He manages to get himself hired as her bodyguard, so who will be left to protect her from him? (but u know he won't get round to doing it)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Taking a two week vacation to the mountains, Kagome has invited InuYasha along with her family, but what will he think of skiing, skating, and snowball fight against Hojo? Chapter 68 is up! Finished",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,"Kagome didn't expect to find an injured demon leaning up against the well, but she's kind-hearted and logical enough about everything to be willing to help him when he's not even awake enough to ask for help. Don't own. One-shot. Complete.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"Kagome never gets a break! Now, she is fighting demons on both sides of the well! And not all of them are enemies...a Xover with YYH and a KagKur (Chapter 60 up)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,"Kagome and Sesshomaru eagerly await the birth of their child. Meanwhile, a new evil is rising that threatens to destroy all of Japan and Inuyasha must deal with a woman far more fiery then Kagome ever was. complete",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,The jewel shards are taking three years to collect and along the way Kagome finds something interesting. She just might need the help of a certain daiyoukai to figure out what to do with it. The final battle with Naraku is approaching! Sess/Kag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"Naraku is dead. The Jewel is complete. The quest is over. Everyone is ready for their long awaited 'happily ever after', but Fate has one last twist in store. Sometimes the ending you find is not the one you were looking for. COMPLETE.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,"[COMPLETE]InuKag Down on his luck, Inuyasha needs a way to earn some money when Sesshoumaru 'offers' him a job. Will a hopeless bachelor like Inuyasha be able to handle the task, or will it cause him to end up swearing off kids forever?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98,"When Kagome, Sango and Ayame went to spend two weeks at a hot ski resort, they never expected to meet and hang out with arrogant professional ski racers, Inuyasha and Kouga, and their perverted friend, Miroku. Let the chaos begin! Pairings: IK, MS, KA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"Kagome's been precariously thrown even further into the time loop, meeting new people and facing new challenges; raising a baby and appealing to the youkai council among the few! Kagome/Inutaisho I call him Toga, btw... Give it a chance!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,"Lord Sesshoumaru's gifts always meant the world to Rin. But as she got older, they started to hold a different significance... oneshot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,"She lies on a pool of blood, piercing him with her eyes. It's too late. Life is already slipping away from her body, and as he stares at her, he wonders if the trouble of saving her is worthy at all. He thinks not. He takes Tenseiga out anyway. SessKag",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"COMPLETE Kagome’s world turns upside down when her mother brings a new man into the home – her ‘surprise’ fiancé. But Kagome feels far from neglected as she finds her place at home threatened, and her double life in the past jeopardised.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"Due to Kagome's power, the Lord of the Western Land involuntarily returned into his younger past form who simply followed his instinct to protect her.How could Kagome cope with an overprotective HUGE silver dog following her everywhere? SessKag ch15isUP!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,"A year after the Shikon was restored, she's stuck at home. Kagome wants nothing but to return to the past... until the past comes looking for her, in a most unexpected way. Can Sesshoumaru and Kagome help each other out.... or not? SxK",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"Ten years after the well closes, Kagome finds Sesshoumaru and has him over for dinner. Various after scenes ensue. ** this is a collection of semi related one-shots **",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,"[SK][COMPLETE] After a 'short' hiatus from the Feudal Era, Kagome returns to find everything perfectly amiss. How can she save her friends and destroy evil without overly irritating a demon lord?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"Kagome is a powerful priestess and her own woman, but things begin to change when she meets the enigmatic Lord of the West again.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,"-SK- Kagome was killed by Naraku and yet she is somehow still alive. But she isn't the same. She doesn't remember anything, not even her own name. Lost, alone and afraid she stumbles across the Lord of the Western Lands. 'Miko, I thought you were dead...'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109,COMPLETE! Kagome decides she won't wait for Inuyasha anymore. She begins her journey to discover her own power and finds more than she expected. SessKag!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
110,"[SK: COMPLETE][Edited] How difficult can it be to kill one young miko? Apparently very for this irritated demon lord. Killing someone, that's simple. But keeping them dead...that's something entirely different.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111,"At 19 years old Kagome is a college student in America, trying to forget the friends she left behind in the fuedal era. While on a class field trip, Kagome makes a shocking discovery. Is he really who she thinks he is?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"SESSKAG: Sesshoumaru is the director of an elite, secret fighting group. Kagome is a rare, powerful miko. He wants to train her, she can't stand him, and they're about to become family. Let the games begin...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"SEQUEL TO PUPPY LOVE! Sesshoumaru, Kan, and Daini will do anything to bring Kagome back... but all magic has its price. Will they be able to handle the price of bringing Kagome back from the dead?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
114,"""You're so lucky, Kagome. you get to start fresh"" I,Kagome Higurashi am being forced to move to Tokyo.Where I will be attending Avalon Demon High. So new school, new friends and drama.Its a demon school but its still a high school. So drama is expected.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"She was surrounded by idiots and finally at the end of her rope. The world was conspiring against her that day, and suddenly she decided to hit back where she could. oneshot, complete, don't own. SessxKag at the end with mature themes.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"[Sesshoumaru/Kagome] In which Kagome Higurashi falls into the well as a child, a young Sesshoumaru finds her and decides to keep her for himself. A story told in little pieces.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,IYKa. AU. Marriage seems inevitable for the couple who can’t stand each other. [A Swan Lake parody],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"Inuyasha has violently abused Kagome since chilhood. After being shot, Kagome wakes up from a coma,helpless, with no motor skills, speech or memory. On community service, Inuyasha becomes her tutor and physcical therapist. Can he overcome hate to help her",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"Finally fed up with Inuyasha's critisism, Kagome goes off on her own in search of independence and strength. The certain demon she meets along the way has the potential to help her up or bring her down. SessKag",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Kagome is a single mom who raised her son on her own since her husband left her. Inuyasha is a single father who cared for his daughter since his wife died. Kagome, a preschool teacher, Inuyasha, a martial arts master, will their kids bring them together?",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"AU. Kagome is shocked to find someone not quite human lying unconscious in the snow, but that won't stop her from taking them in.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
122,"SesshoMaru has seven days to produce a heir and get a mate and Kagome is dumped at his feet, giving him no other choices. Rated T for overall chapters, M for chapter 8.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,"Inuyasha watches as Kagome shows Shippo how to play the flower petal fortune telling game, He Loves Me, He Loves Me Not. It has the hanyou asking himself all sorts of questions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Magical wells are subject to the whims of Fate. So is life, however long. So is love, however melancholy.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Kagome tricks Sesshomaru into jumping down the well with her, only she wasn't expecting it to work! Now she's stuck with him as the return trip goes wonky, throwing them back to his father's time. Although, a Japan with no jewel shards certainly appeals to Kagome. Can she keep it that way? AU?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
126,A mainly brotherly story of what might have happened had Sesshoumaru taken responsibility for his brother's life from the beginning. Uses Live Journal Community quotes as prompts for many of the chapters.,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"What spiritual or unearthly force drew me to this human mortal? I almost dreaded in a way, that it was not some outward force that compelled me to feel these strange stirrings, but it was the girl’s own power that drew me to her. SESSKAG! One-shot!",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Sometimes she had the sneaking suspicion that Sesshoumaru was interested. You know . . . like that. Sesshoumaru X Kagome.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Miroku's sense of humor makes an excellent foil for Sesshoumaru's sense of dignity. Can the monk find his way into the taiyoukai's good graces? Even the most unlikely of friendships has to begin somewhere! [a collection of connected oneshots] not yaoi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"CU. ""If you do not stop this arranged mating you prepared. I shall be forced to take measures to avoid it, mother,"" Sesshomaru said. ""And what shall you do?"" His mother asked. ""I will mate Inuyasha's wench,"" he threatened. ""You wouldn't dare!"" She huffed. ""Watch me,"" he challenged. Kagome Higurashi's fate was then sealed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,A miko and a youkai walk into a bar. SessKag Oneshot.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Kagome has become obsessed with playing dating sims. She ironically becomes trapped inside a game, and must now choose a love interest. In order to win and return home, she has to successfully fill his 'love meter' to the maximum marker. The catch is, her choice will keep all of his memories from the game. So who will Kagome choose as her love interest? CU Divergence. SessKag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Canon, not AU. Kagome secretly transforms into a mermaid every night. Torn between the mermaid and the miko, Sesshoumaru discovers he isn't as immune to love as he claims to be. But when feelings get complicated, how will Kagome tell him who she really is?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"There was always going to be some kind of reaction when Kagome got back from the hotsprings with Sesshoumaru, and of course Kagura has to properly thank Kagome too. Sequel to A Bad Day. complete, oneshot, don't own. SessKag with adult themes.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,"Rated for language, youkai Inuyasha, and licking? The shard hunters (and Kouga) end up stranded in a cave during a storm. Shippou talks Kagome into telling them a story. Choas results.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"There are many things the Lord of the Western Lands can do. Texting is not one of them. (Sesshomaru X Kagome, humor one-shot)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Sesshoumaru, for reasons completely his own, decides to tell Kagome a little bit about Demons and why she shouldn't waste her time pining for InuYasha. oneshot, complete, don't own. pre Sess/Kag.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"When Kagome woke up on her side of the well, there was no more Inuyasha or time traveling. No one believes there WAS an Inuyasha. A few years later, Kagome's in a asylum and Inuyashas a psychiatrist :COMPLETE:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Kagome is thrown back in time, she will find love with the most unlikey person. i hope you enjoy the story KagomeInuTashio pairing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,"AU. In spite of all their differences, Sesshoumaru and Kagome discover common ground... on the ice. A whirlwind romance of the Olympic variety. Sesshoumaru x Kagome. COMPLETE",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"Oneshot. Inuyasha’s being strangely...nice. But Kagome is about to discover that it is, in fact, possible to have too much of a good thing... InuKag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,"Naraku, Kikyou & Inuyasha are dead. The jewel is complete & within Kagome once more. Enter Sesshoumaru; he wants the Tetsusaiga and Kagome is the only one who can give it to him. Together they must face a threat worse than Naraku. REWRITE IN PROGRESS",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Kagome's brought a certain book back to the past, and Sesshoumaru's gotten his hands on it. He's very pleased to see just how accurate it is...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Sesshoumaru has pushed the gods over the edge. When he's sentenced to death, an open hearted miko saves him. Sesshoumaru is then bound to the miko Kagome until such a time that he learn to value another's life before his own.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
145,"{Alternate Universe Plot} Kagome is a young, aspiring physical therapist who receives more than she bargained for with Inuyasha, a victim of a car accident trying to walk again. She soon discovers reasons why you don't fall in love with patients...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,A drabble series revolving around Kagome's unusual job in Sesshoumaru's cosplay cafe.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Kagome is turned into a full cat demon, she gets in a fight with InuYasha when Kikyou comes back to life, for good. With no where to turn to Kagome ends up working for Sesshomaru, when you fall for a lord, your fall is harder then you'd think.[Complete]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
148,A/U Sesshomaru is waiting for a new master. Will he be able to endure? Or will fate be unkind.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"Kagome inadvertently unseals the deity Inuyasha, who has been pinned to a pillar in his temple for fifty years, and becomes the temple's new priestess. Can she soften the heart of Inuyasha, who is still hurting from the betrayal of the first priestess of",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"Kagome receives a wrong number text from a stranger, so what does she do? Respond, of course. AU.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
151,"Her first name meant one thousand of springs, and Chiharu Higurashi liked the spring. She was born on the 15th of March 1982, three hours after her older sister. They looked almost identical, yet no one ever mistook Chiharu for Kagome. When Kagome was pulled into the well by Mistress Centipede, Chiharu jumps after her. It wasn't her wisest decision. The cover does not belong to me.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Once again, the evils of school wreaks havok with poor Inuyasha. A series of stand alone chapters. Assignment 29: ""They want to catch her in a lie so they can punish her!"" His fists thumped against the branch he was sitting on, raining leaves upon them. ""I ain't gonna let that happen!""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
153,AU- Kagome is just a simple lady in waiting to the most beautiful princess in all the land. Sesshomaru is the cold emotionless prince of the Western Lands looking for something different in a woman. Can this unlikely pair beat all the odds and find love?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Back from her adventures in the past, Kagome is roped into manning the kissing booth at a charity event by her best friend. And despite the fact that she's dreading it, its going to turn out to be the best day of her life...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"Kagome has been betrayed by Inuyasha, and saved by Sesshomaru. Now, not only must she deal with her quest to find all the jewel shards, but must also deal with her heart and that of the Sesshomaru's.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"Once Sesshoumaru decides on a course of action he is relentless. Kagome knows that but she never expected that focus to be turned on her. COMPLETE : AR, Post-series, canon-divergence",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"SesshouMaru and Kagome become locked in a closet, the perfect opportunity he needs to share hidden feelings.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"Kagura's father has gotten her into the worst job she could ask for- a less than respectable phone operator to be precise. But one wrong number & things could be looking up- if only he wasn't so…well, him. SesshoumaruKagura",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"[COMPLETE] Alt Pairing. K/K. Kagome and Kouga plummet from a cliff. Half alive, they are found by a band of villagers and taken away to be cared for. They wake with no memories... and no Inu-Yasha.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"Sesshomaru is the very handsome and genius ice prince of his school. Although popular, he is untouchable. Fate intervenes when a teacher asks for a simple favor. So how does one, who is not exactly the verbal type, communicate with a girl who is a mute? No doubt it involves a mess of confusion, frustration, and falling in love.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,"As part of an older-sibling-sympathy thing, Kagome distances herself from InuYasha a bit upon finding out that he has an older brother. This leaves the older brother just a little impressed. Don't own, complete, drabble.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,A Penis. That's right. Sesshomaru has one. Though Kagome might not realize that. ::SK Drabble series::,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"Shippo's joke on Inuyasha causes some.... problems. Now Inuyasha is staying with Kagome for a whole month! Please R&R InuKag with MirSan in later chapters COMPLETE BTW, the first chaps are very bleh, don't give up on it till you get past the first f",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"[AU] [Complete] Inuyasha is a playboy. When Kagome comes to live with her cousin Miroku, Inuyasha meets her for the first time and is determined to make her his new girlfriend. Can he make this girl his?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
165,"After Rin saves a cold, reclusive author from himself. Can she teach him how to love and keep him alive at the same time? Can he learn how to feel for someone other than himself? COMPLETE! With an award to boot.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"COMPLETE! After defeating Naraku, Inuyasha demands the Shikon jewel. Once he gets it he seems to make a wish, but nothing happened? Did he make a wish? Did the jewel refuse to grant it? IYKag MirSan",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
