,Summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
260,"It isn't unusual for Kurosaki Ichigo, new 5th squad captain, to have admirers. But when Rukia suspects of a stalker, she starts stalking the stalker, making Ichigo think she has another lover, and so begins his stalking of Rukia.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
261,After the winter war Momo and Rangiku left Toushirou alone to suffer. Abondoned he steps out onto thin ice only to find a certain strawberry there to pull him back. But 15 years later the return of an old enemy brings trouble in more ways then one. Yoai!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
262,"Having Ichimaru bored was never a good thing; it was like an outbreak of terror that was all in the name of fun. So when he decides to venture out to the human world to play with the shinigamis, he comes across a certain orange haired one during his visit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
263,Aizen has prepared a defense for every type of assault imaginable...except one.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
264,"Momo struggles to get stronger, learn to work with her new captain, patch up a strained friendship with Toushiro and earn the respect of other Shinigami. As she faces these challenges, she is assigned yet another responsibility: training Karin Kurosaki!",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
265,"Sequel to ‘Tease’. Ichimaru, bored again, decides to go and visit his new entertainment. Things get a little ‘messy’ from there on especially when he temporally takes Ichigo away from the shinigamis for some fun. IchimaruXIchigo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
266,"(AU and Alt. Character Interpretations) Sado is unimpressed with fate and everyone else heaping everything onto Ichigo's shoulders. He swore to protect what was important to Ichigo, making sure Ichigo doesn't break is the best way of doing that, whether or not it's emotionally healthy for him to fixate on helping Ichigo doesn't matter. Time Travel certainly doesn't change that.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
267,"If Ichigo is the storm, fierce and powerful and godly in its massive presence, toppling kings without a thought, then Byakuya is the lull, deceptively beautiful and peaceful, hiding a killing intent strong enough to bring down mountains.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
269,"Among the Shinigami, it is taboo to touch another's zanpakutou especially if it is in the Shikai state. A story on how Ichigo's human friends were introduced to the topic of zanpakutous.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
270,"After her brother's death, Orihime is starting her life afresh. But when a Hollow walks into her life unexpectedly, a whole new world is opened to her- a world of Angels & Demons. AU. Ratings may change later.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
271,"When Ichimaru Gin mounts a quiet, swift strike against Seireitei, Hitsugaya finds himself the victim of a deadly game.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
272,"Thirteen drabbles illustrating Orihime's ascent into the Arrancar ranks, into madness, and into her ambiguous relationship with Ulquiorra. Challenge for the LiveJournal community, 13drabbles. [UlquiHime]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
273,"""You cannot have me,"" she said. Ichigo did not get it. Wasn't she already his?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274,"What if your favourite Bleach heroes were on the bad guy's side? A smexy fic on faith, hope, love, hate and revenge. Warnings: Not for the faint-hearted. Completed 8 May 09. The Winner of Ichihime Sexiest Awards.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
275,"Ichigo had seen many strange things in his life. And having Kisuke dump a drunk Juushiro Ukitake at his place before fleeing was pretty peculiar. And that was before Ichigo learnt that Juushiro was now sporting a few…neko-features and was a rather cuddly drunk. ::Mild Ichigo/Ukitake, slight OOCness::",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
276,"―All In Your Head Sequel― With a new war comes new problems. Two very different people struggle against the feelings that threaten to overwhelm them, while the ones they love try desperately to save them ―IchiRuki, HitsuHina―",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
277,"FINISHED! Matsumoto makes a bet. She can make any man fall in love with her in one month time, right? Even her little taicho... And what happens when he finds out about the bet... Better that it sounds.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278,[IchigoxRukia] Ichigo has a sudden revelation one morning when his closet door is opened.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
279,"AU. Nanao chan, look at me. Even if it's just for five minutes, love me. Pretend that all you see in the world is me. Written for BlackVelvetBand's Shunsui Nanao Challenge and part one of the Strictly Ballroom series.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280,"Ichigo returns to school after the Winter War a changed man. How will everyone react to the changes effected by Kisuke Urahara's restorative treatment? Spoiler through Manga Chapter 422. One-shot, complete.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
281,"What if the Gotei 13 found out about the strange ghosts that seem to populate a certain British Wizardry school? What if wizards could see Death Gods? Certainly nothing but trouble, especially where Kenpachi is concerned. Crossover Female Ichigo/Kenpachi.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
282,"Shunsui and Rangiku, drinking their way round the Gotei Thirteen.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
283,"One Shot. When he was little, Ichigo liked to pretend that death was painless. But reality is a harsh mistress. Gift fic for Dracoqueen22.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
284,Eri is the third seat of the 6th division who is childhood friends with her captain. She is suddenly assigned to do the 11th divisions paperwork. Will she survive Kenpachi? Why won't she use her sword? Why is Ishida in this story? ByaXEriXKenpachi,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285,"Isshin had only one rule for his children when they began dating: To meet and interrogate their dates - ""But then my son…"" Isshin clapped his hands together and pointed them at Ichigo, before slowly moving them to point at Toshiro, ""brought home my other son…"". One-shot, Ichihitsu.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
287,"Ichigo never really realized just how bad life could be until he meets the much abused Toushirou he also never realized what it's like to love someone to the point where you'd do anything to save them. AU, Yaoi, child abuse",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
288,"Because sometimes, you just need a dictionary to understand them. Drabbles from A to Z. Rating may vary, so 'T' to be safe. Z: Zenbu.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289,"“Ichigo, meet our new neighbor,” his mother said and the girl standing in front of them held out her hand, “Hi. I’m Kuchiki Rukia.” He hesitated for a moment before answering, “Hi, my name’s Kurosaki Ichigo. I’m 5 years old.” AU. T just for safety.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
290,"AU: The blonde wailed dramatically, ""I demand a refund!"" The young doctor chuckled, ""Refund?"" He cocked his brow, ""You're not even paying the bills here. That's probably why they sent a newbie like me to be your doctor, no?"" Oneshot. Dedicated to shortiix3. GrayxLucy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,In which Natsu is framed and Lucy is determined to prove his innocence. - NaLu. T for language and future violence. COMPLETE!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
292,An overwhelming desire to kiss. — Nalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293,What happens if Natsu Erza and Gray got controlled and kicked Lucy out of the team? What if Zeref kidnapped Lucy? What will happen to Lucy? And why does she look like a 5 year old !,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294,"""If you can protect me from my bullies until graduation, I promise you that I will get you to pass all your classes with flying colours and graduate too"" -Where a deal between two strangers turns into something more. High school AU 2-shot, slight GaLe coz they're just too cute XP. My only contribution to NaLu week XD, rated T for swearing.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
295,"She brought her hands out, which were gripping a hat in them. It was a sort of pink hat with a pink feather, but Rufus looked at it in shock. Nobody had ever really given him a present before. Lucy smiled at his reaction and leaned forward on her tippy toes, placing the hat firmly on his head. ""Now you can be one of those annoying fancy people my dad always makes me be polite to.""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
296,"The battle with Tartaros raged on until a voice spoke in everyone's minds, a voice that made Makarov's blood run cold. ""Welcome to Tartaros, Fairy-Tail. I am Master E.N.D. king of the demons of Zeref."" I do not own fairy-tail.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
297,"Someone stole Lucy's underwear, and I bet Natsu knows who did it. —natsu&lucy",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
298,Because having your partner take your first kiss in public isn't embarrassing. -NaLu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
299,"I was seven years old when I lost my parents who were captured and executed during the war with our country's enemy kingdom. So I, Lucy Heartfilia, have sworn to complete one goal ever since that day. I would take revenge. I would kill the enemy kingdom's prince, the only heir to the throne, and ruin their kingdom. Yes, I would assassinate His Highness Prince Natsu Dragneel. (NALU)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300,Frosch gets lost in Magnolia. Lucy can't just leave him alone and is certain a certain Shadow Dragon Slayer is pillaging dark guilds in panic…so she takes him to Sabertooth…and Rogue is hostile to the men in his guild.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
301,They were each others most precious people; why not remember the good times they've had? Nalu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
302,"Lucy lost Aquarius. Lucy lost Natsu. Like hell was she going to lose Fairy Tail too, if no one else will step up to the plate, she will, and she's going to pull her family up with her. Fairy Tail isn't disbanding with her around. AU based on chapter 416, one way Fairy Tail could pull itself together after the effects of Tartarus. Lucy Centric.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
303,"AU. After transferring to Fairy Tail High School, Lucy Heartfilia finds herself content with her newest and only friends: Erza and Levy. However, with their attempt to bring her out of her shell, she finds herself in a group chat with her two friends, a stripper, a crazy jealous girl, an alcoholic, and a pyro who just so happens to tear down her walls and make her heart race.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
304,"Betrayed and left for dead, Lucy swears vengeance against those who have wronged her. and using new powerful allies she will lay the faeries low. but destiny might have other plans for this fallen fairy than just her vengeance, war is coming, and sometimes to fight against evil you need something much, much darker than evil. (Lucy leaves Fairy Tail story, features OC's)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
305,"Bidding?"" Levy echoed dumbly. Mira nodded. ""Yep. Whoever has the most money buys you and they get to keep you for the night until the party ends."" Their mouths dropped as they stared at her in disbelief.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
306,"After Natsu bluntly kicks Lucy off the team and replaces her with Lisanna, the blonde mage feels utterly heartbroken and takes some time away from Fairy Tail to become stronger. While she is on a boat going to the town of Castelia where her new life will begin, Lucy finds a strange blue spell book in her cabin. She learns some new magic, and meets a caring guy too. Read & Review.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307,"Lucy is a mermaid that was caught by some bad guy and was being displayed in the black market, but Laxus and his team happened to be there at that time and Laxus got interested in the mermaid, so he bought her and brought her back to the guild. But what will happen if Lucy was mute and she has a very powerful power that everybody wants? WIll Laxus be able to save her?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
308,"Bora and Juvia didn't end well. Now Gray-sama shot Juvia down. Is Juvia's love life cursed? Juvia seems to only bring sadness and rain. Natsu-san? And Happy-san? What are you two doing here? Fishing? B—but Juvia is just a monster and—wait, when did Natsu-san get so handsome? Could this be Juvia's third chance? Guess Juvia will have to see if it's really lucky or just an expression.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
309,Because it's a true holiday.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
310,"If Lucy thought getting kissed under the mistletoe was embarrassing, she had yet to witness a dragon in a jealous rage. 2014 Secret Santa Gift for Harada-Sanosuke on Tumblr.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
311,"What if Natsu wasn't sleeping for seven years on Tenrou? What would happen? How Strong would he be? Find out in ""Tenrou Training"" NaVis story (Natsu/Mavis) AU. Disclaimer: I don't own Fairy Tail. Hiro Mashima does. ONESHOT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
312,"one-shot. Meeting your boyfriend's childhood friend can be nerve-wrecking, especially when you feel there's some competition. Nalu",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
313,"Takes place after the end of the manga. Everyone is moving on with their lives. Love is blooming and families are beginning to grow. Yet, Lucy is faced with a whole new set of problems. A mysterious disease, crumpling friendships, confusing feelings, a doctor, and a rage-infused Natsu all tie into the most important time of Lucy's life. The only question was, would she survive it?",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
314,"Because Gajeel and Levy were probably the ones most subjected to assumptions. GajeelLevy-OOC, crack, fluff",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
315,"""NO!YOU'RE NOT GOING TO DIE! NOT HERE! NOT NOW! WE WERE SUPPOSED TO GROW OLD TOGETHER!""Natsu sobbed louder.His heart feeling as if a train ran it e explosions of strong magic colliding can be heard outside as the sky flashed with different lights",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
316,"AU: Natsu and Gray are college basketball all-stars, and once their freshman season ends they become eligible for the FBA Draft! As they both dream of playing professional basketball, watch what happens when they get drafted to the league's worst team-The Magnolia Fairies. How will they cope with all the distractions? Fame, wealth...and let's not forget the women.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
317,"""YOU DID WHAT!"" The whole guild but Gajeel screamed. Lucy went bright red and stared at him trying to understand what was happening. ""I marked Lucy as my mate?"" Natsu repeated unsure as he watched Lucy. Yup Natsu definitive chose not the right way... NaLu One-shot for GoldenRoseTanya",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
318,"Love potions are used as a plot device, Lucy learns how to instantly acquire a harem, several characters utterly embarrass themselves, and the only reason Happy isn't humping anyone's leg is because he's a cat, aye.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
319,"Gildarts meets a very beautiful woman, but was rejected. Not long after he tried again with the help of the guild, only to find out that she has a boyfriend. But who the boyfriend was, was the real kicker. Natsu x Irene one shot. Summary sucks I know. Title also sucks I know, I didn't know what else to call this one shot.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
320,"When Lucy begins to exude a pheromone that drives male dragon slayers wild, it's going to take evasive action to avoid the males intent on claiming her for their own. And it works, except for on one...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
321,"Lucy was relaxing on the beach, a man came to flirt her, what will Natsu do? Rated T for swears.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
322,"Lucy’s not a guy, so Erza can’t bond with her over the usual things. You know, like meat and violent movies and ‘art’ that is really just soft core porn.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
323,"Gray gets some advice from his father Silver, and decides it's time to finally make his move on Juvia. However, every move seems to be the wrong one. Gruvia. Gray x Juvia. Mostly Gray's POV. One-shot.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
324,"When the girls of Fairy Tail's strongest team drag the two boys out shopping, they may have expected the complaining, but what they didn't expect was to get a firsthand experience of Natsu's greatly unappreciated fashion sense. Oneshot",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
325,"She was always sitting at the same time, same train, and same seat with a book in her hands.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
326,Gray and Lucy had a deal which leads to a great misunderstanding. Natsu and Juvia heard Gray asked Lucy the forbidden question. What will they do if their worst nightmares happen right in front of their eyes? NatsuxLucy. GrayxJuvia.— FINAL CHAPTER INSTALLED! PLEASE R&R! Thank you! :D,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
327,"Natsu and Happy come across a very interesting ""scrapbook"" while waiting for Lucy to come home.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
328,"In an attempt to reclaim his lost status, Gray challenges Lucy to a duel. Or he tries to, anyways. It’d help if Natsu and Erza could shut up for a second.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329,"""Why are you surprised? I got lots of hobbies,"" Bixlow told her. ""How else do you think I got to be so interesting?"" Lisanna finds out what Bixlow does in his spare time, and it's not what she quite expected.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
330,"Sting and Lucy, opposites and from opposing guilds, can't seem to get away from each other. First it's simple missions, and then it's ""I actually I miss him/her"" but their relationship is just a bit strange. They don't WANT to ever ""like"" or even ""love"" each other, but...sometimes you don't get what you want. StiCy with a tiny amount of NaLu (not really) Hilarity. Angst. NOT AU.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
331,E.N.D is the most powerful demon of the demon books of Zeref and is unmatched in strength throughout the land. But when he comes across a blonde guardian he learns he might not be as strong as he thinks.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,"All we could say is just, let's pity our favorite blonde celestial mage facing through this gigantic rainbow of chaos with the series of meetings from this certain White Dragonslayer.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
333,"On how Lucy tries to convince Juvia that Gray is NOT inlove with her, and how Gray ruins it all with his perfect timing.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
334,"""He's coming for you."" What happens when a mysterious figure gives Lucy a foreboding warning? Something dark lurks in her past, and it's time for its return. What hides in the shadow of Lucy's past? -NaLu- Complete",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
335,"or: Five times Laxus Dreyar took notice of Lucy Heartfilia, and one time she noticed him in return. Unrepentant cheese.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
336,"She was found in rusty chains and dressed in dirt, a number emblazoned on her neck and a mystery wrapped around her aura. The Thunder Legion rescues a slave girl from a mission. Mirajane names the child as her own, but that doesn't mean others won't try to take her away. Experiment number 7. *Under revision*",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
337,"If you give other's a chance, it can bring you true happiness. —MultipleChapters.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
338,"All the guild members had stopped their panic stricken escape as their guild mate's scream echoed through the room. Silence invaded after Natsu had calmed down, and it gave him the chance to growl low almost all incoherent words. All except one. ""Mine..."" the man rumbled, sending vibrations through Lucy's back.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
339,Natsu had made Lucy so upset that she has gone off on a mission without him. Only she and her team end up in another world on that mission and their enemy is an evil Natsu. Will they be able to fight him and will Lucy understand her feelings for him? Nalu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
340,"""No, guys, seriously- he is the hottest police officer I have ever seen in my entire life. Ever."" Lucy sipped her tea and continued ogling the muscular, pink haired, uniform clad officer through slit eyes."" What's the harm in taking a few pictures of a really hot police officer outside of a coffee shop? T for language and innuendos. A quick nalu one-shot!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
341,"Lucy's life is hell. Her father re-marrying to an ugly lady who treats her like an maid along with her two step-sisters, Lucy's life was like Cinderella's. But once she meets the Pink-Prince, will her ending be the same as the Fairy Tale? REMADE AND EDITED.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
342,"The past haunts you in the most unexpected ways. I, Lucy Heartfilia can attest to that. Beside me is my annoying childhood friend/fiancé, Sting Eucliffe. How did this happen? Apparently, When I was young, I was in love with Sting Eucliffe. Poor me... (Full summary inside) StiLu.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
343,NaLu Week Day 1: Gift. Long-distance relationships can be hard. It doesn't take long for Natsu and Lucy to realize this.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
344,"Nakama. That's what Natsu and Lucy were. And to him, nakama are family. And under no circumstances can family ever abandon you. He would be sure it would never happen again. NatsuxLucy Oneshot",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
345,"After a month later, Lucy was in her home feeling lonely. She missed the cute little exceed as well as a certain Shadow Dragonslayer. Rogue suddenly appeared in her room asking if she had seen Frosch. When Frosch finally showed up, he never would've expected he see something like this. (Note: read the prequel, Cute Exceed first before reading this!)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
346,"Basically a random idea I had that I just had to write: In which Lucy and Freed start acting strangely, the entire guild is confused, and sometimes you just have to mess with people. Rated T for language.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,"Erza was throwing a masquerade New Year party and Lucy wants nothing to do with it since she has been feeling like crap ever since her break-up with her boyfriend a week before. But when she ends up kissing him without noticing it was him during the count down, she realizes that the year wouldn't be the same with that pink-haired idiot by her side. —natsu&lucy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
348,"Lisanna comes back from edolas and after a battle, Lucy is kicked off the team. Lucy finds new hapiness with Wendy and saber tooth but team natsu isn't about to let them keep that hapiness. ""Why natsu, why can't you accept my choice!"" yelled Lucy with tears streaming down her face. StiCy",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
349,"Lucy Heartfilia and Natsu Dragneel grew up as neighbors, but that changes when Lucy moves away after her mother's death. So what happens when Lucy and Natsu meet up at college by chance? (Hiro Mashima owns Fairy Tail. Cover Image by the fantastic LeonS-7.)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
350,"Lucy's best friend Lisanna has been in a relationship with a student named Natsu for quite a while. But when problems start and Lucy's goal is to make the two's relationship last, she faces something even bigger: Natsu falling for her.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
351,"""Have Gajeel eat a motorcycle! Erza juggle swords! Bickslow and Freed in clown suits! Laxus do a handstand on top of a beach ball! And Mira breathe fire! All while everyone else sings Yankee Doodle Dandy in the background with Happy and Lily flying above everyone throwing down nacho chips!""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
352,"Cute one shots about Lucy, Natsu, and their little bundle of joy: Nashi. Chapter 6―Grandpa?―All she wanted to know is where her grandpa was.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
353,No one knows. They weren't supposed to know. There was no way they could possibly know. To everyone around them the most the two blonde mages had in common was their hair colour. Barely a word had been uttered between the two and it appeared that the two Fairy Tail mages lived in two completely different worlds. Or so everyone thought…. [one-shot] Laxus x Lucy Lalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
354,No one messes with Cobra's mate.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
355,"Team Natsu is worried, because Lucy had stayed home and didn't go with them on their latest mission. But what if she wasn't really sick? What if she'd stayed home for a different reason? That's what you get for eavesdropping! Runestar shipping? Maybe... XD",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
356,Natsu comes back from a 7 year mission with Happy assigned from the master only to see Lucy with a son!But is he really her son?What is Lucy hiding from the whole guild about him? Will Natsu be able to able to handle it once he finds out?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
357,In which Fairy Tail goes clubbing. And Gray gets a little too hot and bothered for his liking. Gruvia.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
358,"one-shot. After Edolas, Lucy didn't think she would see another version of herself. Yet here she was, staring at a Lucy who had a Juvia personality when it came to Natsu. Thanks Reedus, thanks a lot. Nalu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
359,"For years now Fairy Tail had dreaded the coming of the month of August. Each and every year, the Fire Dragon Slayer would suddenly become agitated and restless. With the addition of two more Dragon Slayers to the mix however, things will reach a boiling point. Is the end result the product of feelings? Of instinct? Maybe both... A NatsuxWendy story. Rated T for suggestive stuff.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
360,"Crocus, X792. On the day that Lucy gave up hope of ever seeing her old guild again, she receives an offer to help revive Fairy Tail from the last person she was expecting. Alternate Avatar/Alvarez arc. COMPLETE.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
361,Igneel has been spotted! Natsu runs off to search for Igneel after another clue. He leaves Lucy and Fairy Tail behind. Lucy is furious and chases after him! Just when she's ready to give up she runs into someone... but it isn't Natsu?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
362,"On a mission with Team Natsu, Lucy and Natsu are trapped in a cave-in. Natsu is injured and they're running out of oxygen. And now of all places, why does Natsu want to kiss Lucy! Fluff-ish.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
363,"Lucy and the gang are now in a weird situation, a girl claiming that she is from the future and that she is Lucy's daughter, wants to see her dad, but everyone gets confused when they don't know who the dad is. the only way to find out is through the girls magic, but she has 5 different magic; from Gray, Loke, Hibiki, Sting and Natsu. who is the real dad?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
364,"Gray returns to the house he shared with Juvia with an explanation about where he had been for the past 197 days, but it doesn't mean Juvia will just accept it. [Spoilers of 430]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
365,"When Yami is about to leave Yugi faints, and Yami stays. Three days later he wakes up and is different. He can't control his new ability and 'runs away' from home. This is a XMen crossover. !Chapter 12 contains a little lemon!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
366,"Kaiba intentionally started a relationship with Joey Wheeler over the Internet; Joey doesn't know it's Kaiba. Kaiba didn't know why, but it felt good. For the first time he was able to vent, but now Joey wants to meet Kaiba in real life; Kaiba agreed. S/J",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
367,"Yugi has taken the same art class over and over. Instead of fixing the problem, he enjoys going to it every year. When his old art teacher retires, the class gets Yami Atemu. Will they be together, or will the school keep them apart?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
368,"The time has come. Sabrina and Yugi are ready to end their journey by helping Ari and Yami unlock the secrets in their past. But, things soon become more challenging than they expected. Yami x OC (8th Millennium Item). Final volume in the Bonded series.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
369,"COMPLETE! Jou goes to Kaiba's building to start on a school project. They go to leave by taking the elevator, but there is one problem... Jou is Claustrophobic. What will happen and How will Kaiba react? KaibaXJoey",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
370,"Yugi knew when he gave Rebecca the Ties of Friendship card that it was special. But he didn’t know that in seven years, it would bring the two of them together in a whole new way. [YugiRebecca, reduced age difference]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
371,Mutou Yuugi is an average high school boy cursed in a not-so-average trip to a small shop containing a strange pyramid and an even stranger owner. AU/puzzleshipping/contains swearing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
372,"DBZ crossover Yugi's been deserted by the one he cares about the most, Yami, as well as Jou, Honda and Anzu. He asks Kaiba where he should go, and Kaiba takes him to a buisness acquaintance, Bulma Briefs. YamixYugifemale later CHAPTER 5 now fixed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
373,"Mokuba spies Yugi in the kitchen of the Kaiba home. What on earth is he doing there? Rivalshipping Seto x Yugi, T for paranoia's sake and mild language. Possibly post-series, possibly AU.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
374,Mokuba pretends to sleep whenever Seto's nightmares drive him into Mokuba's room. No pairing. Seto character study from Mokuba's point of view.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Yugi and Yami play an... interesting... game of Mao. [Puzzleshipping! Separate bodies AU.],0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
376,"Jonouchi has been kicked out. He's wandering the streets getting colder and colder with nowhere to go. Kaiba decides to drive through a puddle and splash him, but when instead of fighting back, Jou collapses, Kaiba realises he's made a huge mistake...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,Grandpa Sugoroku wakes up to find his grandson and other self have been drinking.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
378,"Valentine’s Day is coming, and Yugi decides it’s the best day to confess his love for Yami. However, as he carries out his plans the day before, he keeps seeing all these strange looking words all around him… YYY",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
379,"Chapter 24 Now Posted. When new problems arise, Yami must turn to former enemies to help him, while dealing with his own inner demons. Can redemption be possible for even the darkest individuals?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
